transaction_id;date;from_account;to_account;amount_nok;jurisdiction;note;risk_flag
TX-0000001;2023-02-02;NO100001;LV900001;87805;EE;ordinær overføring;
TX-0000002;2023-03-03;NO100002;LV900002;233092;CY;ordinær overføring;
TX-0000003;2023-04-04;NO100003;LV900003;217676;NO;ordinær overføring;
TX-0000004;2023-05-05;NO100004;LV900004;676583;LV;ordinær overføring;
TX-0000005;2023-06-06;NO100005;LV900005;99370;LV;ordinær overføring;
TX-0000006;2023-07-07;NO100006;LV900006;471294;CY;ordinær overføring;
TX-0000007;2023-08-08;NO100007;LV900007;683672;MT;ordinær overføring;
TX-0000008;2023-09-09;NO100008;LV900008;552585;LV;ordinær overføring;
TX-0000009;2023-10-10;NO100009;LV900009;818811;AE;ordinær overføring;
TX-0000010;2023-11-11;NO100010;LV900010;567964;LV;ordinær overføring;
TX-0000011;2023-12-12;NO100011;LV900011;772023;NO;ordinær overføring;
TX-0000012;2023-01-13;NO100012;LV900012;313396;EE;ordinær overføring;
TX-0000013;2023-02-14;NO100013;LV900013;685184;EE;ordinær overføring;
TX-0000014;2023-03-15;NO100014;LV900014;908077;NO;ordinær overføring;
TX-0000015;2023-04-16;NO100015;LV900015;69226;CY;ordinær overføring;
TX-0000016;2023-05-17;NO100016;LV900016;542961;MT;ordinær overføring;
TX-0000017;2023-06-18;NO100017;LV900017;435817;CY;ordinær overføring;
TX-0000018;2023-07-19;NO100018;LV900018;301672;AE;ordinær overføring;
TX-0000019;2023-08-20;NO100019;LV900019;49900;CY;ordinær overføring;
TX-0000020;2023-09-21;NO100020;LV900020;459060;LV;ordinær overføring;
TX-0000021;2023-10-22;NO100021;LV900021;317297;AE;ordinær overføring;
TX-0000022;2023-11-23;NO100022;LV900022;221198;NO;ordinær overføring;
TX-0000023;2023-12-24;NO100023;LV900023;459703;MT;ordinær overføring;
TX-0000024;2023-01-25;NO100024;LV900024;312174;AE;ordinær overføring;
TX-0000025;2023-02-26;NO100025;LV900025;356888;LV;ordinær overføring;
TX-0000026;2023-03-27;NO100026;LV900026;685364;LV;ordinær overføring;
TX-0000027;2023-04-28;NO100027;LV900027;908779;AE;ordinær overføring;
TX-0000028;2023-05-01;NO100028;LV900028;92151;MT;ordinær overføring;
TX-0000029;2023-06-02;NO100029;LV900029;49258;MT;ordinær overføring;
TX-0000030;2023-07-03;NO100030;LV900030;890080;EE;ordinær overføring;
TX-0000031;2023-08-04;NO100031;LV900031;982968;MT;ordinær overføring;
TX-0000032;2023-09-05;NO100032;LV900032;706844;LV;ordinær overføring;
