transaction_id;date;from_account;to_account;amount_nok;jurisdiction;note;risk_flag
TX-0000001;2023-02-02;NO100001;LV900001;908574;AE;ordinær overføring;
TX-0000002;2023-03-03;NO100002;LV900002;395238;LV;ordinær overføring;
TX-0000003;2023-04-04;NO100003;LV900003;848365;MT;ordinær overføring;
TX-0000004;2023-05-05;NO100004;LV900004;366781;EE;ordinær overføring;
TX-0000005;2023-06-06;NO100005;LV900005;928939;LV;ordinær overføring;
TX-0000006;2023-07-07;NO100006;LV900006;714214;CY;ordinær overføring;
TX-0000007;2023-08-08;NO100007;LV900007;103090;LV;ordinær overføring;
TX-0000008;2023-09-09;NO100008;LV900008;791030;MT;ordinær overføring;
TX-0000009;2023-10-10;NO100009;LV900009;430992;NO;ordinær overføring;
TX-0000010;2023-11-11;NO100010;LV900010;358873;EE;ordinær overføring;
TX-0000011;2023-12-12;NO100011;LV900011;846832;CY;ordinær overføring;
TX-0000012;2023-01-13;NO100012;LV900012;934509;CY;ordinær overføring;
TX-0000013;2023-02-14;NO100013;LV900013;951884;MT;ordinær overføring;
TX-0000014;2023-03-15;NO100014;LV900014;624271;NO;ordinær overføring;
TX-0000015;2023-04-16;NO100015;LV900015;667422;EE;ordinær overføring;
TX-0000016;2023-05-17;NO100016;LV900016;784721;LV;ordinær overføring;
TX-0000017;2023-06-18;NO100017;LV900017;301337;EE;ordinær overføring;
TX-0000018;2023-07-19;NO100018;LV900018;211094;MT;ordinær overføring;
TX-0000019;2023-08-20;NO100019;LV900019;49875;AE;ordinær overføring;
TX-0000020;2023-09-21;NO100020;LV900020;189199;AE;ordinær overføring;
TX-0000021;2023-10-22;NO100021;LV900021;172048;MT;ordinær overføring;
TX-0000022;2023-11-23;NO100022;LV900022;253069;AE;ordinær overføring;
TX-0000023;2023-12-24;NO100023;LV900023;442680;LV;ordinær overføring;
TX-0000024;2023-01-25;NO100024;LV900024;353486;LV;ordinær overføring;
TX-0000025;2023-02-26;NO100025;LV900025;259153;AE;ordinær overføring;
TX-0000026;2023-03-27;NO100026;LV900026;806292;AE;ordinær overføring;
TX-0000027;2023-04-28;NO100027;LV900027;690931;EE;ordinær overføring;
TX-0000028;2023-05-01;NO100028;LV900028;331116;MT;ordinær overføring;
TX-0000029;2023-06-02;NO100029;LV900029;829015;MT;ordinær overføring;
TX-0000030;2023-07-03;NO100030;LV900030;112626;MT;ordinær overføring;
TX-0000031;2023-08-04;NO100031;LV900031;288044;CY;ordinær overføring;
TX-0000032;2023-09-05;NO100032;LV900032;191351;MT;ordinær overføring;
TX-0000033;2023-10-06;NO100033;LV900033;495775;NO;ordinær overføring;
TX-0000034;2023-11-07;NO100034;LV900034;196366;LV;ordinær overføring;
TX-0000035;2023-12-08;NO100035;LV900035;129018;MT;ordinær overføring;
TX-0000036;2023-01-09;NO100036;LV900036;585921;LV;ordinær overføring;
TX-0000037;2023-02-10;NO100037;LV900037;266095;NO;ordinær overføring;
TX-0000038;2023-03-11;NO100038;LV900038;49950;LV;ordinær overføring;
TX-0000039;2023-04-12;NO100039;LV900039;554200;LV;ordinær overføring;
TX-0000040;2023-05-13;NO100040;LV900040;401980;CY;ordinær overføring;
TX-0000041;2023-06-14;NO100041;LV900041;616112;MT;ordinær overføring;
TX-0000042;2023-07-15;NO100042;LV900042;681519;CY;ordinær overføring;
TX-0000043;2023-08-16;NO100043;LV900043;850813;NO;ordinær overføring;
TX-0000044;2023-09-17;NO100044;LV900044;84250;NO;ordinær overføring;
TX-0000045;2023-10-18;NO100045;LV900045;332655;CY;ordinær overføring;
TX-0000046;2023-11-19;NO100046;LV900046;991069;AE;ordinær overføring;
TX-0000047;2023-12-20;NO100047;LV900047;778739;MT;ordinær overføring;
TX-0000048;2023-01-21;NO100048;LV900048;891298;AE;ordinær overføring;
TX-0000049;2023-02-22;NO100049;LV900049;251207;AE;ordinær overføring;
TX-0000050;2023-03-23;NO100050;LV900050;470157;NO;ordinær overføring;
TX-0000051;2023-04-24;NO100051;LV900051;790522;LV;ordinær overføring;
TX-0000052;2023-05-25;NO100052;LV900052;83561;CY;ordinær overføring;
TX-0000053;2023-06-26;NO100053;LV900053;907744;MT;ordinær overføring;
TX-0000054;2023-07-27;NO100054;LV900054;422907;EE;ordinær overføring;
