transaction_id;date;from_account;to_account;amount_nok;jurisdiction;note;risk_flag
TX-0000001;2023-02-02;NO100001;LV900001;801232;NO;ordinær overføring;
TX-0000002;2023-03-03;NO100002;LV900002;870051;AE;ordinær overføring;
TX-0000003;2023-04-04;NO100003;LV900003;517187;LV;ordinær overføring;
TX-0000004;2023-05-05;NO100004;LV900004;844098;EE;ordinær overføring;
TX-0000005;2023-06-06;NO100005;LV900005;332833;CY;ordinær overføring;
TX-0000006;2023-07-07;NO100006;LV900006;319596;EE;ordinær overføring;
TX-0000007;2023-08-08;NO100007;LV900007;859977;NO;ordinær overføring;
TX-0000008;2023-09-09;NO100008;LV900008;890155;MT;ordinær overføring;
TX-0000009;2023-10-10;NO100009;LV900009;797565;AE;ordinær overføring;
TX-0000010;2023-11-11;NO100010;LV900010;610994;AE;ordinær overføring;
TX-0000011;2023-12-12;NO100011;LV900011;743598;AE;ordinær overføring;
TX-0000012;2023-01-13;NO100012;LV900012;944745;NO;ordinær overføring;
TX-0000013;2023-02-14;NO100013;LV900013;151211;LV;ordinær overføring;
TX-0000014;2023-03-15;NO100014;LV900014;717814;NO;ordinær overføring;
TX-0000015;2023-04-16;NO100015;LV900015;587033;MT;ordinær overføring;
TX-0000016;2023-05-17;NO100016;LV900016;79860;CY;ordinær overføring;
TX-0000017;2023-06-18;NO100017;LV900017;807638;AE;ordinær overføring;
TX-0000018;2023-07-19;NO100018;LV900018;334239;MT;ordinær overføring;
TX-0000019;2023-08-20;NO100019;LV900019;49950;MT;ordinær overføring;
TX-0000020;2023-09-21;NO100020;LV900020;241028;MT;ordinær overføring;
TX-0000021;2023-10-22;NO100021;LV900021;589716;AE;ordinær overføring;
TX-0000022;2023-11-23;NO100022;LV900022;384434;EE;ordinær overføring;
TX-0000023;2023-12-24;NO100023;LV900023;877193;AE;ordinær overføring;
TX-0000024;2023-01-25;NO100024;LV900024;917864;AE;ordinær overføring;
TX-0000025;2023-02-26;NO100025;LV900025;877750;CY;ordinær overføring;
TX-0000026;2023-03-27;NO100026;LV900026;464671;NO;ordinær overføring;
TX-0000027;2023-04-28;NO100027;LV900027;711633;EE;ordinær overføring;
TX-0000028;2023-05-01;NO100028;LV900028;88694;NO;ordinær overføring;
TX-0000029;2023-06-02;NO100029;LV900029;406885;AE;ordinær overføring;
TX-0000030;2023-07-03;NO100030;LV900030;711433;NO;ordinær overføring;
TX-0000031;2023-08-04;NO100031;LV900031;751601;CY;ordinær overføring;
TX-0000032;2023-09-05;NO100032;LV900032;479651;MT;ordinær overføring;
TX-0000033;2023-10-06;NO100033;LV900033;508792;MT;ordinær overføring;
TX-0000034;2023-11-07;NO100034;LV900034;892099;NO;ordinær overføring;
TX-0000035;2023-12-08;NO100035;LV900035;505792;CY;ordinær overføring;
TX-0000036;2023-01-09;NO100036;LV900036;800059;AE;ordinær overføring;
