transaction_id;date;from_account;to_account;amount_nok;jurisdiction;note;risk_flag
TX-0000001;2023-02-02;NO100001;LV900001;782061;AE;ordinær overføring;
TX-0000002;2023-03-03;NO100002;LV900002;358160;EE;ordinær overføring;
TX-0000003;2023-04-04;NO100003;LV900003;97581;NO;ordinær overføring;
TX-0000004;2023-05-05;NO100004;LV900004;712211;AE;ordinær overføring;
TX-0000005;2023-06-06;NO100005;LV900005;146750;AE;ordinær overføring;
TX-0000006;2023-07-07;NO100006;LV900006;623713;CY;ordinær overføring;
TX-0000007;2023-08-08;NO100007;LV900007;83515;AE;ordinær overføring;
TX-0000008;2023-09-09;NO100008;LV900008;257102;EE;ordinær overføring;
TX-0000009;2023-10-10;NO100009;LV900009;254082;EE;ordinær overføring;
TX-0000010;2023-11-11;NO100010;LV900010;811918;NO;ordinær overføring;
TX-0000011;2023-12-12;NO100011;LV900011;841959;CY;ordinær overføring;
TX-0000012;2023-01-13;NO100012;LV900012;431152;CY;ordinær overføring;
TX-0000013;2023-02-14;NO100013;LV900013;595291;CY;ordinær overføring;
TX-0000014;2023-03-15;NO100014;LV900014;817455;CY;ordinær overføring;
TX-0000015;2023-04-16;NO100015;LV900015;170011;LV;ordinær overføring;
TX-0000016;2023-05-17;NO100016;LV900016;959127;CY;ordinær overføring;
TX-0000017;2023-06-18;NO100017;LV900017;664370;EE;ordinær overføring;
TX-0000018;2023-07-19;NO100018;LV900018;535047;LV;ordinær overføring;
TX-0000019;2023-08-20;NO100019;LV900019;49950;EE;ordinær overføring;
TX-0000020;2023-09-21;NO100020;LV900020;791104;NO;ordinær overføring;
TX-0000021;2023-10-22;NO100021;LV900021;886721;NO;ordinær overføring;
TX-0000022;2023-11-23;NO100022;LV900022;656202;AE;ordinær overføring;
TX-0000023;2023-12-24;NO100023;LV900023;649296;CY;ordinær overføring;
TX-0000024;2023-01-25;NO100024;LV900024;117444;MT;ordinær overføring;
TX-0000025;2023-02-26;NO100025;LV900025;777033;NO;ordinær overføring;
TX-0000026;2023-03-27;NO100026;LV900026;462426;MT;ordinær overføring;
TX-0000027;2023-04-28;NO100027;LV900027;946916;EE;ordinær overføring;
TX-0000028;2023-05-01;NO100028;LV900028;948461;EE;ordinær overføring;
TX-0000029;2023-06-02;NO100029;LV900029;301675;CY;ordinær overføring;
TX-0000030;2023-07-03;NO100030;LV900030;321715;MT;ordinær overføring;
TX-0000031;2023-08-04;NO100031;LV900031;203979;CY;ordinær overføring;
TX-0000032;2023-09-05;NO100032;LV900032;812368;MT;ordinær overføring;
TX-0000033;2023-10-06;NO100033;LV900033;559900;NO;ordinær overføring;
TX-0000034;2023-11-07;NO100034;LV900034;587010;AE;ordinær overføring;
TX-0000035;2023-12-08;NO100035;LV900035;58341;EE;ordinær overføring;
TX-0000036;2023-01-09;NO100036;LV900036;444696;AE;ordinær overføring;
TX-0000037;2023-02-10;NO100037;LV900037;179806;CY;ordinær overføring;
TX-0000038;2023-03-11;NO100038;LV900038;49950;CY;ordinær overføring;
TX-0000039;2023-04-12;NO100039;LV900039;139938;EE;ordinær overføring;
TX-0000040;2023-05-13;NO100040;LV900040;417482;LV;ordinær overføring;
TX-0000041;2023-06-14;NO100041;LV900041;311651;LV;ordinær overføring;
TX-0000042;2023-07-15;NO100042;LV900042;288062;MT;ordinær overføring;
TX-0000043;2023-08-16;NO100043;LV900043;445212;LV;ordinær overføring;
TX-0000044;2023-09-17;NO100044;LV900044;284148;AE;ordinær overføring;
TX-0000045;2023-10-18;NO100045;LV900045;704486;AE;ordinær overføring;
TX-0000046;2023-11-19;NO100046;LV900046;219390;LV;ordinær overføring;
TX-0000047;2023-12-20;NO100047;LV900047;595676;LV;ordinær overføring;
TX-0000048;2023-01-21;NO100048;LV900048;309310;AE;ordinær overføring;
TX-0000049;2023-02-22;NO100049;LV900049;536336;LV;ordinær overføring;
TX-0000050;2023-03-23;NO100050;LV900050;452177;EE;ordinær overføring;
TX-0000051;2023-04-24;NO100051;LV900051;530245;NO;ordinær overføring;
TX-0000052;2023-05-25;NO100052;LV900052;316871;MT;ordinær overføring;
TX-0000053;2023-06-26;NO100053;LV900053;95800;EE;ordinær overføring;
TX-0000054;2023-07-27;NO100054;LV900054;952237;NO;ordinær overføring;
TX-0000055;2023-08-28;NO100055;LV900055;227154;AE;ordinær overføring;
TX-0000056;2023-09-01;NO100056;LV900056;348752;AE;ordinær overføring;
TX-0000057;2023-10-02;NO100057;LV900057;49900;MT;splittet overføring - mulig strukturering;STRUCTURING
TX-0000058;2023-11-03;NO100058;LV900058;270770;MT;ordinær overføring;
TX-0000059;2023-12-04;NO100059;LV900059;110550;NO;ordinær overføring;
TX-0000060;2023-01-05;NO100060;LV900060;878377;MT;ordinær overføring;
TX-0000061;2023-02-06;NO100061;LV900061;279741;LV;ordinær overføring;
TX-0000062;2023-03-07;NO100062;LV900062;540484;EE;ordinær overføring;
TX-0000063;2023-04-08;NO100063;LV900063;642603;AE;ordinær overføring;
TX-0000064;2023-05-09;NO100064;LV900064;534882;AE;ordinær overføring;
TX-0000065;2023-06-10;NO100065;LV900065;982105;CY;ordinær overføring;
TX-0000066;2023-07-11;NO100066;LV900066;254344;LV;ordinær overføring;
TX-0000067;2023-08-12;NO100067;LV900067;174456;EE;ordinær overføring;
TX-0000068;2023-09-13;NO100068;LV900068;481897;CY;ordinær overføring;
TX-0000069;2023-10-14;NO100069;LV900069;217715;CY;ordinær overføring;
TX-0000070;2023-11-15;NO100070;LV900070;148580;CY;ordinær overføring;
TX-0000071;2023-12-16;NO100071;LV900071;271532;MT;ordinær overføring;
TX-0000072;2023-01-17;NO100072;LV900072;588628;LV;ordinær overføring;
TX-0000073;2023-02-18;NO100073;LV900073;364654;CY;ordinær overføring;
TX-0000074;2023-03-19;NO100074;LV900074;218699;EE;ordinær overføring;
TX-0000075;2023-04-20;NO100075;LV900075;596122;EE;ordinær overføring;
TX-0000076;2023-05-21;NO100076;LV900076;49900;AE;ordinær overføring;
TX-0000077;2023-06-22;NO100077;LV900077;714342;EE;ordinær overføring;
TX-0000078;2023-07-23;NO100078;LV900078;106661;CY;ordinær overføring;
TX-0000079;2023-08-24;NO100079;LV900079;77060;LV;ordinær overføring;
TX-0000080;2023-09-25;NO100080;LV900080;219829;CY;ordinær overføring;
TX-0000081;2023-10-26;NO100081;LV900081;804943;CY;ordinær overføring;
TX-0000082;2023-11-27;NO100082;LV900082;291266;MT;ordinær overføring;
TX-0000083;2023-12-28;NO100083;LV900083;926288;AE;ordinær overføring;
TX-0000084;2023-01-01;NO100084;LV900084;166876;MT;ordinær overføring;
TX-0000085;2023-02-02;NO100085;LV900085;511579;EE;ordinær overføring;
TX-0000086;2023-03-03;NO100086;LV900086;734634;MT;ordinær overføring;
TX-0000087;2023-04-04;NO100087;LV900087;846241;AE;ordinær overføring;
TX-0000088;2023-05-05;NO100088;LV900088;193846;NO;ordinær overføring;
TX-0000089;2023-06-06;NO100089;LV900089;313600;LV;ordinær overføring;
TX-0000090;2023-07-07;NO100090;LV900090;151786;CY;ordinær overføring;
TX-0000091;2023-08-08;NO100091;LV900091;331796;MT;ordinær overføring;
TX-0000092;2023-09-09;NO100092;LV900092;368079;EE;ordinær overføring;
TX-0000093;2023-10-10;NO100093;LV900093;626602;NO;ordinær overføring;
TX-0000094;2023-11-11;NO100094;LV900094;217850;AE;ordinær overføring;
TX-0000095;2023-12-12;NO100095;LV900095;49950;AE;ordinær overføring;
TX-0000096;2023-01-13;NO100096;LV900096;495465;AE;ordinær overføring;
TX-0000097;2023-02-14;NO100097;LV900097;209991;EE;ordinær overføring;
TX-0000098;2023-03-15;NO100098;LV900098;402941;MT;ordinær overføring;
TX-0000099;2023-04-16;NO100099;LV900099;325733;NO;ordinær overføring;
TX-0000100;2023-05-17;NO100100;LV900100;199583;MT;ordinær overføring;
TX-0000101;2023-06-18;NO100101;LV900101;126180;MT;ordinær overføring;
TX-0000102;2023-07-19;NO100102;LV900102;708087;LV;ordinær overføring;
TX-0000103;2023-08-20;NO100103;LV900103;131162;AE;ordinær overføring;
TX-0000104;2023-09-21;NO100104;LV900104;193381;LV;ordinær overføring;
TX-0000105;2023-10-22;NO100105;LV900105;699751;CY;ordinær overføring;
TX-0000106;2023-11-23;NO100106;LV900106;492530;EE;ordinær overføring;
TX-0000107;2023-12-24;NO100107;LV900107;47960;NO;ordinær overføring;
TX-0000108;2023-01-25;NO100108;LV900108;202949;CY;ordinær overføring;
TX-0000109;2023-02-26;NO100109;LV900109;648005;EE;ordinær overføring;
TX-0000110;2023-03-27;NO100110;LV900110;801973;LV;ordinær overføring;
TX-0000111;2023-04-28;NO100111;LV900111;233784;CY;ordinær overføring;
TX-0000112;2023-05-01;NO100112;LV900112;848648;AE;ordinær overføring;
TX-0000113;2023-06-02;NO100113;LV900113;763521;NO;mellomledd til kontantuttak;LAYERING
TX-0000114;2023-07-03;NO100114;LV900114;49875;CY;splittet overføring - mulig strukturering;STRUCTURING
TX-0000115;2023-08-04;NO100115;LV900115;547441;LV;ordinær overføring;
TX-0000116;2023-09-05;NO100116;LV900116;993222;CY;ordinær overføring;
TX-0000117;2023-10-06;NO100117;LV900117;909913;AE;ordinær overføring;
TX-0000118;2023-11-07;NO100118;LV900118;81628;MT;ordinær overføring;
TX-0000119;2023-12-08;NO100119;LV900119;345989;LV;ordinær overføring;
TX-0000120;2023-01-09;NO100120;LV900120;961210;MT;ordinær overføring;
TX-0000121;2023-02-10;NO100121;LV900121;875328;LV;ordinær overføring;
TX-0000122;2023-03-11;NO100122;LV900122;369592;CY;ordinær overføring;
TX-0000123;2023-04-12;NO100123;LV900123;648600;LV;ordinær overføring;
TX-0000124;2023-05-13;NO100124;LV900124;709329;AE;ordinær overføring;
TX-0000125;2023-06-14;NO100125;LV900125;849666;CY;ordinær overføring;
TX-0000126;2023-07-15;NO100126;LV900126;492030;MT;ordinær overføring;
TX-0000127;2023-08-16;NO100127;LV900127;526072;EE;ordinær overføring;
TX-0000128;2023-09-17;NO100128;LV900128;242874;CY;ordinær overføring;
TX-0000129;2023-10-18;NO100129;LV900129;186432;MT;ordinær overføring;
TX-0000130;2023-11-19;NO100130;LV900130;561800;MT;ordinær overføring;
TX-0000131;2023-12-20;NO100131;LV900131;567688;CY;ordinær overføring;
TX-0000132;2023-01-21;NO100132;LV900132;590389;AE;ordinær overføring;
TX-0000133;2023-02-22;NO100133;LV900133;49950;MT;ordinær overføring;
TX-0000134;2023-03-23;NO100134;LV900134;89600;MT;ordinær overføring;
TX-0000135;2023-04-24;NO100135;LV900135;277536;CY;ordinær overføring;
TX-0000136;2023-05-25;NO100136;LV900136;923137;LV;ordinær overføring;
TX-0000137;2023-06-26;NO100137;LV900137;756283;MT;ordinær overføring;
TX-0000138;2023-07-27;NO100138;LV900138;544103;MT;ordinær overføring;
TX-0000139;2023-08-28;NO100139;LV900139;226638;CY;ordinær overføring;
TX-0000140;2023-09-01;NO100140;LV900140;79309;CY;ordinær overføring;
TX-0000141;2023-10-02;NO100141;LV900141;929219;AE;ordinær overføring;
TX-0000142;2023-11-03;NO100142;LV900142;883323;AE;ordinær overføring;
TX-0000143;2023-12-04;NO100143;LV900143;953139;AE;ordinær overføring;
TX-0000144;2023-01-05;NO100144;LV900144;510275;EE;ordinær overføring;
TX-0000145;2023-02-06;NO100145;LV900145;60455;LV;ordinær overføring;
TX-0000146;2023-03-07;NO100146;LV900146;889691;AE;ordinær overføring;
TX-0000147;2023-04-08;NO100147;LV900147;167724;NO;ordinær overføring;
TX-0000148;2023-05-09;NO100148;LV900148;583121;AE;ordinær overføring;
TX-0000149;2023-06-10;NO100149;LV900149;839968;NO;ordinær overføring;
TX-0000150;2023-07-11;NO100150;LV900150;817353;AE;ordinær overføring;
TX-0000151;2023-08-12;NO100151;LV900151;615547;LV;ordinær overføring;
TX-0000152;2023-09-13;NO100152;LV900152;49900;AE;ordinær overføring;
TX-0000153;2023-10-14;NO100153;LV900153;987271;MT;ordinær overføring;
TX-0000154;2023-11-15;NO100154;LV900154;886722;AE;ordinær overføring;
TX-0000155;2023-12-16;NO100155;LV900155;852760;MT;ordinær overføring;
TX-0000156;2023-01-17;NO100156;LV900156;183087;EE;ordinær overføring;
TX-0000157;2023-02-18;NO100157;LV900157;715792;MT;ordinær overføring;
TX-0000158;2023-03-19;NO100158;LV900158;623978;EE;ordinær overføring;
TX-0000159;2023-04-20;NO100159;LV900159;295004;AE;ordinær overføring;
TX-0000160;2023-05-21;NO100160;LV900160;863252;LV;ordinær overføring;
TX-0000161;2023-06-22;NO100161;LV900161;794083;AE;ordinær overføring;
TX-0000162;2023-07-23;NO100162;LV900162;336506;CY;ordinær overføring;
TX-0000163;2023-08-24;NO100163;LV900163;649566;CY;ordinær overføring;
TX-0000164;2023-09-25;NO100164;LV900164;908299;AE;ordinær overføring;
TX-0000165;2023-10-26;NO100165;LV900165;736553;LV;ordinær overføring;
TX-0000166;2023-11-27;NO100166;LV900166;693450;EE;ordinær overføring;
TX-0000167;2023-12-28;NO100167;LV900167;135372;MT;ordinær overføring;
TX-0000168;2023-01-01;NO100168;LV900168;961682;MT;ordinær overføring;
TX-0000169;2023-02-02;NO100169;LV900169;674208;AE;ordinær overføring;
TX-0000170;2023-03-03;NO100170;LV900170;923958;MT;ordinær overføring;
