transaction_id;date;from_account;to_account;amount_nok;jurisdiction;note;risk_flag
TX-0000001;2023-02-02;NO100001;LV900001;79127;EE;ordinær overføring;
TX-0000002;2023-03-03;NO100002;LV900002;251323;AE;ordinær overføring;
TX-0000003;2023-04-04;NO100003;LV900003;469346;LV;ordinær overføring;
TX-0000004;2023-05-05;NO100004;LV900004;493510;NO;ordinær overføring;
TX-0000005;2023-06-06;NO100005;LV900005;379597;MT;ordinær overføring;
TX-0000006;2023-07-07;NO100006;LV900006;554448;NO;ordinær overføring;
TX-0000007;2023-08-08;NO100007;LV900007;189217;EE;ordinær overføring;
TX-0000008;2023-09-09;NO100008;LV900008;876754;MT;ordinær overføring;
TX-0000009;2023-10-10;NO100009;LV900009;335953;MT;ordinær overføring;
TX-0000010;2023-11-11;NO100010;LV900010;126639;CY;ordinær overføring;
TX-0000011;2023-12-12;NO100011;LV900011;230642;AE;ordinær overføring;
TX-0000012;2023-01-13;NO100012;LV900012;562064;MT;ordinær overføring;
TX-0000013;2023-02-14;NO100013;LV900013;666098;CY;ordinær overføring;
TX-0000014;2023-03-15;NO100014;LV900014;483691;AE;ordinær overføring;
TX-0000015;2023-04-16;NO100015;LV900015;288132;LV;ordinær overføring;
TX-0000016;2023-05-17;NO100016;LV900016;867314;EE;ordinær overføring;
TX-0000017;2023-06-18;NO100017;LV900017;893647;CY;ordinær overføring;
TX-0000018;2023-07-19;NO100018;LV900018;352751;MT;ordinær overføring;
TX-0000019;2023-08-20;NO100019;LV900019;49900;LV;ordinær overføring;
TX-0000020;2023-09-21;NO100020;LV900020;747743;LV;ordinær overføring;
TX-0000021;2023-10-22;NO100021;LV900021;862622;MT;ordinær overføring;
TX-0000022;2023-11-23;NO100022;LV900022;252102;NO;ordinær overføring;
TX-0000023;2023-12-24;NO100023;LV900023;202292;MT;ordinær overføring;
TX-0000024;2023-01-25;NO100024;LV900024;279051;NO;ordinær overføring;
TX-0000025;2023-02-26;NO100025;LV900025;270083;LV;ordinær overføring;
TX-0000026;2023-03-27;NO100026;LV900026;315535;NO;ordinær overføring;
TX-0000027;2023-04-28;NO100027;LV900027;438432;LV;ordinær overføring;
TX-0000028;2023-05-01;NO100028;LV900028;875338;EE;ordinær overføring;
TX-0000029;2023-06-02;NO100029;LV900029;558553;MT;ordinær overføring;
TX-0000030;2023-07-03;NO100030;LV900030;136585;CY;ordinær overføring;
TX-0000031;2023-08-04;NO100031;LV900031;623331;AE;ordinær overføring;
TX-0000032;2023-09-05;NO100032;LV900032;992692;EE;ordinær overføring;
TX-0000033;2023-10-06;NO100033;LV900033;367623;NO;ordinær overføring;
TX-0000034;2023-11-07;NO100034;LV900034;643059;NO;ordinær overføring;
TX-0000035;2023-12-08;NO100035;LV900035;162368;AE;ordinær overføring;
TX-0000036;2023-01-09;NO100036;LV900036;178306;CY;ordinær overføring;
TX-0000037;2023-02-10;NO100037;LV900037;488972;NO;ordinær overføring;
TX-0000038;2023-03-11;NO100038;LV900038;49875;MT;ordinær overføring;
TX-0000039;2023-04-12;NO100039;LV900039;186002;MT;ordinær overføring;
TX-0000040;2023-05-13;NO100040;LV900040;410533;CY;ordinær overføring;
TX-0000041;2023-06-14;NO100041;LV900041;776118;NO;ordinær overføring;
TX-0000042;2023-07-15;NO100042;LV900042;407750;EE;ordinær overføring;
TX-0000043;2023-08-16;NO100043;LV900043;572841;AE;ordinær overføring;
TX-0000044;2023-09-17;NO100044;LV900044;946164;MT;ordinær overføring;
TX-0000045;2023-10-18;NO100045;LV900045;520366;AE;ordinær overføring;
TX-0000046;2023-11-19;NO100046;LV900046;745853;EE;ordinær overføring;
TX-0000047;2023-12-20;NO100047;LV900047;846305;MT;ordinær overføring;
TX-0000048;2023-01-21;NO100048;LV900048;286743;MT;ordinær overføring;
TX-0000049;2023-02-22;NO100049;LV900049;295158;LV;ordinær overføring;
TX-0000050;2023-03-23;NO100050;LV900050;682033;LV;ordinær overføring;
TX-0000051;2023-04-24;NO100051;LV900051;699970;CY;ordinær overføring;
TX-0000052;2023-05-25;NO100052;LV900052;689791;NO;ordinær overføring;
TX-0000053;2023-06-26;NO100053;LV900053;137903;EE;ordinær overføring;
TX-0000054;2023-07-27;NO100054;LV900054;366284;LV;ordinær overføring;
TX-0000055;2023-08-28;NO100055;LV900055;88284;EE;ordinær overføring;
TX-0000056;2023-09-01;NO100056;LV900056;413409;LV;ordinær overføring;
TX-0000057;2023-10-02;NO100057;LV900057;49950;CY;splittet overføring - mulig strukturering;STRUCTURING
TX-0000058;2023-11-03;NO100058;LV900058;181027;MT;ordinær overføring;
TX-0000059;2023-12-04;NO100059;LV900059;604258;NO;ordinær overføring;
TX-0000060;2023-01-05;NO100060;LV900060;75258;NO;ordinær overføring;
TX-0000061;2023-02-06;NO100061;LV900061;456563;AE;ordinær overføring;
TX-0000062;2023-03-07;NO100062;LV900062;744878;NO;ordinær overføring;
TX-0000063;2023-04-08;NO100063;LV900063;358058;CY;ordinær overføring;
TX-0000064;2023-05-09;NO100064;LV900064;154343;EE;ordinær overføring;
TX-0000065;2023-06-10;NO100065;LV900065;810028;NO;ordinær overføring;
TX-0000066;2023-07-11;NO100066;LV900066;413852;EE;ordinær overføring;
TX-0000067;2023-08-12;NO100067;LV900067;684175;LV;ordinær overføring;
TX-0000068;2023-09-13;NO100068;LV900068;225509;CY;ordinær overføring;
TX-0000069;2023-10-14;NO100069;LV900069;379290;LV;ordinær overføring;
TX-0000070;2023-11-15;NO100070;LV900070;277904;CY;ordinær overføring;
TX-0000071;2023-12-16;NO100071;LV900071;844426;MT;ordinær overføring;
TX-0000072;2023-01-17;NO100072;LV900072;107077;MT;ordinær overføring;
TX-0000073;2023-02-18;NO100073;LV900073;337442;AE;ordinær overføring;
TX-0000074;2023-03-19;NO100074;LV900074;563115;MT;ordinær overføring;
TX-0000075;2023-04-20;NO100075;LV900075;659140;AE;ordinær overføring;
TX-0000076;2023-05-21;NO100076;LV900076;49950;LV;ordinær overføring;
TX-0000077;2023-06-22;NO100077;LV900077;799197;LV;ordinær overføring;
TX-0000078;2023-07-23;NO100078;LV900078;764505;EE;ordinær overføring;
TX-0000079;2023-08-24;NO100079;LV900079;184568;EE;ordinær overføring;
TX-0000080;2023-09-25;NO100080;LV900080;515361;MT;ordinær overføring;
TX-0000081;2023-10-26;NO100081;LV900081;158544;MT;ordinær overføring;
TX-0000082;2023-11-27;NO100082;LV900082;834726;NO;ordinær overføring;
TX-0000083;2023-12-28;NO100083;LV900083;932250;EE;ordinær overføring;
TX-0000084;2023-01-01;NO100084;LV900084;93152;LV;ordinær overføring;
TX-0000085;2023-02-02;NO100085;LV900085;510846;MT;ordinær overføring;
TX-0000086;2023-03-03;NO100086;LV900086;927625;EE;ordinær overføring;
TX-0000087;2023-04-04;NO100087;LV900087;825924;MT;ordinær overføring;
TX-0000088;2023-05-05;NO100088;LV900088;472912;NO;ordinær overføring;
TX-0000089;2023-06-06;NO100089;LV900089;103623;LV;ordinær overføring;
TX-0000090;2023-07-07;NO100090;LV900090;136365;LV;ordinær overføring;
TX-0000091;2023-08-08;NO100091;LV900091;748102;MT;ordinær overføring;
TX-0000092;2023-09-09;NO100092;LV900092;693837;NO;ordinær overføring;
TX-0000093;2023-10-10;NO100093;LV900093;85759;NO;ordinær overføring;
TX-0000094;2023-11-11;NO100094;LV900094;695504;NO;ordinær overføring;
TX-0000095;2023-12-12;NO100095;LV900095;49950;LV;ordinær overføring;
TX-0000096;2023-01-13;NO100096;LV900096;447873;LV;ordinær overføring;
TX-0000097;2023-02-14;NO100097;LV900097;192856;AE;ordinær overføring;
TX-0000098;2023-03-15;NO100098;LV900098;555544;NO;ordinær overføring;
TX-0000099;2023-04-16;NO100099;LV900099;766173;NO;ordinær overføring;
TX-0000100;2023-05-17;NO100100;LV900100;302501;EE;ordinær overføring;
TX-0000101;2023-06-18;NO100101;LV900101;847456;AE;ordinær overføring;
TX-0000102;2023-07-19;NO100102;LV900102;902467;MT;ordinær overføring;
TX-0000103;2023-08-20;NO100103;LV900103;810579;NO;ordinær overføring;
TX-0000104;2023-09-21;NO100104;LV900104;207182;MT;ordinær overføring;
