transaction_id;date;from_account;to_account;amount_nok;jurisdiction;note;risk_flag
TX-0000001;2023-02-02;NO100001;LV900001;603163;AE;ordinær overføring;
TX-0000002;2023-03-03;NO100002;LV900002;911351;MT;ordinær overføring;
TX-0000003;2023-04-04;NO100003;LV900003;89339;LV;ordinær overføring;
TX-0000004;2023-05-05;NO100004;LV900004;979419;CY;ordinær overføring;
TX-0000005;2023-06-06;NO100005;LV900005;528537;CY;ordinær overføring;
TX-0000006;2023-07-07;NO100006;LV900006;174871;EE;ordinær overføring;
TX-0000007;2023-08-08;NO100007;LV900007;120985;EE;ordinær overføring;
TX-0000008;2023-09-09;NO100008;LV900008;850110;EE;ordinær overføring;
TX-0000009;2023-10-10;NO100009;LV900009;807272;LV;ordinær overføring;
TX-0000010;2023-11-11;NO100010;LV900010;720832;LV;ordinær overføring;
TX-0000011;2023-12-12;NO100011;LV900011;819969;CY;ordinær overføring;
TX-0000012;2023-01-13;NO100012;LV900012;149893;MT;ordinær overføring;
TX-0000013;2023-02-14;NO100013;LV900013;676465;LV;ordinær overføring;
TX-0000014;2023-03-15;NO100014;LV900014;861625;AE;ordinær overføring;
TX-0000015;2023-04-16;NO100015;LV900015;84023;AE;ordinær overføring;
TX-0000016;2023-05-17;NO100016;LV900016;558932;EE;ordinær overføring;
TX-0000017;2023-06-18;NO100017;LV900017;431335;AE;ordinær overføring;
TX-0000018;2023-07-19;NO100018;LV900018;71389;CY;ordinær overføring;
TX-0000019;2023-08-20;NO100019;LV900019;49875;AE;ordinær overføring;
TX-0000020;2023-09-21;NO100020;LV900020;352940;MT;ordinær overføring;
TX-0000021;2023-10-22;NO100021;LV900021;681665;LV;ordinær overføring;
TX-0000022;2023-11-23;NO100022;LV900022;363872;CY;ordinær overføring;
TX-0000023;2023-12-24;NO100023;LV900023;716271;LV;ordinær overføring;
TX-0000024;2023-01-25;NO100024;LV900024;507089;NO;ordinær overføring;
TX-0000025;2023-02-26;NO100025;LV900025;642064;CY;ordinær overføring;
TX-0000026;2023-03-27;NO100026;LV900026;629090;LV;ordinær overføring;
TX-0000027;2023-04-28;NO100027;LV900027;146827;EE;ordinær overføring;
TX-0000028;2023-05-01;NO100028;LV900028;372718;AE;ordinær overføring;
TX-0000029;2023-06-02;NO100029;LV900029;432289;NO;ordinær overføring;
TX-0000030;2023-07-03;NO100030;LV900030;900834;CY;ordinær overføring;
TX-0000031;2023-08-04;NO100031;LV900031;453246;AE;ordinær overføring;
TX-0000032;2023-09-05;NO100032;LV900032;596384;CY;ordinær overføring;
TX-0000033;2023-10-06;NO100033;LV900033;395111;EE;ordinær overføring;
TX-0000034;2023-11-07;NO100034;LV900034;604711;AE;ordinær overføring;
TX-0000035;2023-12-08;NO100035;LV900035;498740;LV;ordinær overføring;
TX-0000036;2023-01-09;NO100036;LV900036;326330;AE;ordinær overføring;
TX-0000037;2023-02-10;NO100037;LV900037;239575;AE;ordinær overføring;
TX-0000038;2023-03-11;NO100038;LV900038;49950;LV;ordinær overføring;
TX-0000039;2023-04-12;NO100039;LV900039;715388;MT;ordinær overføring;
TX-0000040;2023-05-13;NO100040;LV900040;118582;NO;ordinær overføring;
TX-0000041;2023-06-14;NO100041;LV900041;327446;CY;ordinær overføring;
TX-0000042;2023-07-15;NO100042;LV900042;353923;CY;ordinær overføring;
TX-0000043;2023-08-16;NO100043;LV900043;328343;AE;ordinær overføring;
TX-0000044;2023-09-17;NO100044;LV900044;304029;AE;ordinær overføring;
TX-0000045;2023-10-18;NO100045;LV900045;434263;AE;ordinær overføring;
TX-0000046;2023-11-19;NO100046;LV900046;107638;CY;ordinær overføring;
TX-0000047;2023-12-20;NO100047;LV900047;443888;EE;ordinær overføring;
TX-0000048;2023-01-21;NO100048;LV900048;840325;EE;ordinær overføring;
TX-0000049;2023-02-22;NO100049;LV900049;604060;MT;ordinær overføring;
TX-0000050;2023-03-23;NO100050;LV900050;103996;EE;ordinær overføring;
TX-0000051;2023-04-24;NO100051;LV900051;345906;CY;ordinær overføring;
TX-0000052;2023-05-25;NO100052;LV900052;190346;EE;ordinær overføring;
TX-0000053;2023-06-26;NO100053;LV900053;739073;LV;ordinær overføring;
TX-0000054;2023-07-27;NO100054;LV900054;476159;EE;ordinær overføring;
TX-0000055;2023-08-28;NO100055;LV900055;855033;MT;ordinær overføring;
TX-0000056;2023-09-01;NO100056;LV900056;454335;MT;ordinær overføring;
TX-0000057;2023-10-02;NO100057;LV900057;49900;NO;splittet overføring - mulig strukturering;STRUCTURING
TX-0000058;2023-11-03;NO100058;LV900058;678295;AE;ordinær overføring;
TX-0000059;2023-12-04;NO100059;LV900059;253198;LV;ordinær overføring;
TX-0000060;2023-01-05;NO100060;LV900060;848592;AE;ordinær overføring;
TX-0000061;2023-02-06;NO100061;LV900061;623390;EE;ordinær overføring;
TX-0000062;2023-03-07;NO100062;LV900062;252647;AE;ordinær overføring;
TX-0000063;2023-04-08;NO100063;LV900063;410203;LV;ordinær overføring;
TX-0000064;2023-05-09;NO100064;LV900064;47788;EE;ordinær overføring;
TX-0000065;2023-06-10;NO100065;LV900065;696081;EE;ordinær overføring;
TX-0000066;2023-07-11;NO100066;LV900066;184884;LV;ordinær overføring;
TX-0000067;2023-08-12;NO100067;LV900067;587799;MT;ordinær overføring;
TX-0000068;2023-09-13;NO100068;LV900068;764323;CY;ordinær overføring;
TX-0000069;2023-10-14;NO100069;LV900069;818593;MT;ordinær overføring;
TX-0000070;2023-11-15;NO100070;LV900070;997224;MT;ordinær overføring;
TX-0000071;2023-12-16;NO100071;LV900071;832502;NO;ordinær overføring;
TX-0000072;2023-01-17;NO100072;LV900072;455622;LV;ordinær overføring;
TX-0000073;2023-02-18;NO100073;LV900073;299630;MT;ordinær overføring;
TX-0000074;2023-03-19;NO100074;LV900074;966738;EE;ordinær overføring;
TX-0000075;2023-04-20;NO100075;LV900075;942226;NO;ordinær overføring;
TX-0000076;2023-05-21;NO100076;LV900076;49875;MT;ordinær overføring;
TX-0000077;2023-06-22;NO100077;LV900077;710584;AE;ordinær overføring;
TX-0000078;2023-07-23;NO100078;LV900078;236219;MT;ordinær overføring;
TX-0000079;2023-08-24;NO100079;LV900079;661104;EE;ordinær overføring;
TX-0000080;2023-09-25;NO100080;LV900080;751660;LV;ordinær overføring;
TX-0000081;2023-10-26;NO100081;LV900081;919805;EE;ordinær overføring;
TX-0000082;2023-11-27;NO100082;LV900082;779585;EE;ordinær overføring;
TX-0000083;2023-12-28;NO100083;LV900083;99736;LV;ordinær overføring;
TX-0000084;2023-01-01;NO100084;LV900084;145970;CY;ordinær overføring;
TX-0000085;2023-02-02;NO100085;LV900085;700861;NO;ordinær overføring;
TX-0000086;2023-03-03;NO100086;LV900086;744993;MT;ordinær overføring;
TX-0000087;2023-04-04;NO100087;LV900087;471180;LV;ordinær overføring;
TX-0000088;2023-05-05;NO100088;LV900088;101747;AE;ordinær overføring;
TX-0000089;2023-06-06;NO100089;LV900089;535048;CY;ordinær overføring;
TX-0000090;2023-07-07;NO100090;LV900090;856985;CY;ordinær overføring;
TX-0000091;2023-08-08;NO100091;LV900091;275623;AE;ordinær overføring;
TX-0000092;2023-09-09;NO100092;LV900092;134131;NO;ordinær overføring;
TX-0000093;2023-10-10;NO100093;LV900093;576964;MT;ordinær overføring;
TX-0000094;2023-11-11;NO100094;LV900094;624487;NO;ordinær overføring;
TX-0000095;2023-12-12;NO100095;LV900095;49900;AE;ordinær overføring;
TX-0000096;2023-01-13;NO100096;LV900096;139723;EE;ordinær overføring;
TX-0000097;2023-02-14;NO100097;LV900097;573270;MT;ordinær overføring;
TX-0000098;2023-03-15;NO100098;LV900098;643138;MT;ordinær overføring;
TX-0000099;2023-04-16;NO100099;LV900099;333830;MT;ordinær overføring;
TX-0000100;2023-05-17;NO100100;LV900100;816346;AE;ordinær overføring;
TX-0000101;2023-06-18;NO100101;LV900101;220326;NO;ordinær overføring;
TX-0000102;2023-07-19;NO100102;LV900102;192430;AE;ordinær overføring;
TX-0000103;2023-08-20;NO100103;LV900103;948378;MT;ordinær overføring;
TX-0000104;2023-09-21;NO100104;LV900104;277891;MT;ordinær overføring;
TX-0000105;2023-10-22;NO100105;LV900105;608083;EE;ordinær overføring;
TX-0000106;2023-11-23;NO100106;LV900106;134202;NO;ordinær overføring;
TX-0000107;2023-12-24;NO100107;LV900107;274897;CY;ordinær overføring;
TX-0000108;2023-01-25;NO100108;LV900108;481530;AE;ordinær overføring;
TX-0000109;2023-02-26;NO100109;LV900109;781254;NO;ordinær overføring;
TX-0000110;2023-03-27;NO100110;LV900110;818479;CY;ordinær overføring;
TX-0000111;2023-04-28;NO100111;LV900111;336522;LV;ordinær overføring;
TX-0000112;2023-05-01;NO100112;LV900112;434790;EE;ordinær overføring;
TX-0000113;2023-06-02;NO100113;LV900113;178954;CY;mellomledd til kontantuttak;LAYERING
TX-0000114;2023-07-03;NO100114;LV900114;49950;LV;splittet overføring - mulig strukturering;STRUCTURING
TX-0000115;2023-08-04;NO100115;LV900115;682410;CY;ordinær overføring;
TX-0000116;2023-09-05;NO100116;LV900116;992239;EE;ordinær overføring;
TX-0000117;2023-10-06;NO100117;LV900117;517512;NO;ordinær overføring;
TX-0000118;2023-11-07;NO100118;LV900118;298363;NO;ordinær overføring;
