transaction_id;date;from_account;to_account;amount_nok;jurisdiction;note;risk_flag
TX-0000001;2023-02-02;NO100001;LV900001;717375;EE;ordinær overføring;
TX-0000002;2023-03-03;NO100002;LV900002;979393;AE;ordinær overføring;
TX-0000003;2023-04-04;NO100003;LV900003;269918;EE;ordinær overføring;
TX-0000004;2023-05-05;NO100004;LV900004;968869;AE;ordinær overføring;
TX-0000005;2023-06-06;NO100005;LV900005;847741;MT;ordinær overføring;
TX-0000006;2023-07-07;NO100006;LV900006;734242;EE;ordinær overføring;
TX-0000007;2023-08-08;NO100007;LV900007;682103;AE;ordinær overføring;
TX-0000008;2023-09-09;NO100008;LV900008;342812;LV;ordinær overføring;
TX-0000009;2023-10-10;NO100009;LV900009;461509;MT;ordinær overføring;
TX-0000010;2023-11-11;NO100010;LV900010;783781;NO;ordinær overføring;
TX-0000011;2023-12-12;NO100011;LV900011;148671;AE;ordinær overføring;
TX-0000012;2023-01-13;NO100012;LV900012;354785;LV;ordinær overføring;
TX-0000013;2023-02-14;NO100013;LV900013;513641;CY;ordinær overføring;
TX-0000014;2023-03-15;NO100014;LV900014;641815;NO;ordinær overføring;
TX-0000015;2023-04-16;NO100015;LV900015;481829;EE;ordinær overføring;
TX-0000016;2023-05-17;NO100016;LV900016;989968;AE;ordinær overføring;
TX-0000017;2023-06-18;NO100017;LV900017;350129;NO;ordinær overføring;
TX-0000018;2023-07-19;NO100018;LV900018;811025;MT;ordinær overføring;
TX-0000019;2023-08-20;NO100019;LV900019;49900;CY;ordinær overføring;
TX-0000020;2023-09-21;NO100020;LV900020;773944;CY;ordinær overføring;
TX-0000021;2023-10-22;NO100021;LV900021;704190;LV;ordinær overføring;
TX-0000022;2023-11-23;NO100022;LV900022;181481;AE;ordinær overføring;
TX-0000023;2023-12-24;NO100023;LV900023;135673;MT;ordinær overføring;
TX-0000024;2023-01-25;NO100024;LV900024;284408;NO;ordinær overføring;
TX-0000025;2023-02-26;NO100025;LV900025;311003;LV;ordinær overføring;
TX-0000026;2023-03-27;NO100026;LV900026;279642;AE;ordinær overføring;
TX-0000027;2023-04-28;NO100027;LV900027;492008;CY;ordinær overføring;
TX-0000028;2023-05-01;NO100028;LV900028;67500;LV;ordinær overføring;
TX-0000029;2023-06-02;NO100029;LV900029;711284;NO;ordinær overføring;
TX-0000030;2023-07-03;NO100030;LV900030;83405;CY;ordinær overføring;
TX-0000031;2023-08-04;NO100031;LV900031;541371;LV;ordinær overføring;
TX-0000032;2023-09-05;NO100032;LV900032;344602;CY;ordinær overføring;
TX-0000033;2023-10-06;NO100033;LV900033;933692;LV;ordinær overføring;
TX-0000034;2023-11-07;NO100034;LV900034;483601;AE;ordinær overføring;
TX-0000035;2023-12-08;NO100035;LV900035;343300;NO;ordinær overføring;
TX-0000036;2023-01-09;NO100036;LV900036;437788;CY;ordinær overføring;
TX-0000037;2023-02-10;NO100037;LV900037;858449;CY;ordinær overføring;
TX-0000038;2023-03-11;NO100038;LV900038;49900;AE;ordinær overføring;
TX-0000039;2023-04-12;NO100039;LV900039;209460;EE;ordinær overføring;
TX-0000040;2023-05-13;NO100040;LV900040;95919;MT;ordinær overføring;
TX-0000041;2023-06-14;NO100041;LV900041;675610;MT;ordinær overføring;
TX-0000042;2023-07-15;NO100042;LV900042;251183;MT;ordinær overføring;
TX-0000043;2023-08-16;NO100043;LV900043;903228;AE;ordinær overføring;
TX-0000044;2023-09-17;NO100044;LV900044;503886;AE;ordinær overføring;
TX-0000045;2023-10-18;NO100045;LV900045;318470;CY;ordinær overføring;
TX-0000046;2023-11-19;NO100046;LV900046;658566;EE;ordinær overføring;
TX-0000047;2023-12-20;NO100047;LV900047;105903;EE;ordinær overføring;
TX-0000048;2023-01-21;NO100048;LV900048;615409;MT;ordinær overføring;
TX-0000049;2023-02-22;NO100049;LV900049;176559;EE;ordinær overføring;
TX-0000050;2023-03-23;NO100050;LV900050;718962;LV;ordinær overføring;
TX-0000051;2023-04-24;NO100051;LV900051;345528;EE;ordinær overføring;
TX-0000052;2023-05-25;NO100052;LV900052;247787;MT;ordinær overføring;
TX-0000053;2023-06-26;NO100053;LV900053;467563;MT;ordinær overføring;
TX-0000054;2023-07-27;NO100054;LV900054;562507;NO;ordinær overføring;
TX-0000055;2023-08-28;NO100055;LV900055;708753;NO;ordinær overføring;
TX-0000056;2023-09-01;NO100056;LV900056;719846;NO;ordinær overføring;
TX-0000057;2023-10-02;NO100057;LV900057;49950;AE;splittet overføring - mulig strukturering;STRUCTURING
TX-0000058;2023-11-03;NO100058;LV900058;425420;MT;ordinær overføring;
TX-0000059;2023-12-04;NO100059;LV900059;839735;AE;ordinær overføring;
TX-0000060;2023-01-05;NO100060;LV900060;902871;MT;ordinær overføring;
TX-0000061;2023-02-06;NO100061;LV900061;345594;LV;ordinær overføring;
TX-0000062;2023-03-07;NO100062;LV900062;137519;NO;ordinær overføring;
TX-0000063;2023-04-08;NO100063;LV900063;164550;NO;ordinær overføring;
TX-0000064;2023-05-09;NO100064;LV900064;226711;MT;ordinær overføring;
TX-0000065;2023-06-10;NO100065;LV900065;87068;AE;ordinær overføring;
TX-0000066;2023-07-11;NO100066;LV900066;540657;NO;ordinær overføring;
TX-0000067;2023-08-12;NO100067;LV900067;84129;LV;ordinær overføring;
TX-0000068;2023-09-13;NO100068;LV900068;827628;NO;ordinær overføring;
TX-0000069;2023-10-14;NO100069;LV900069;600953;AE;ordinær overføring;
TX-0000070;2023-11-15;NO100070;LV900070;883225;MT;ordinær overføring;
TX-0000071;2023-12-16;NO100071;LV900071;620492;AE;ordinær overføring;
TX-0000072;2023-01-17;NO100072;LV900072;623974;NO;ordinær overføring;
TX-0000073;2023-02-18;NO100073;LV900073;63450;EE;ordinær overføring;
TX-0000074;2023-03-19;NO100074;LV900074;254914;CY;ordinær overføring;
TX-0000075;2023-04-20;NO100075;LV900075;150385;EE;ordinær overføring;
TX-0000076;2023-05-21;NO100076;LV900076;49875;MT;ordinær overføring;
TX-0000077;2023-06-22;NO100077;LV900077;796384;NO;ordinær overføring;
TX-0000078;2023-07-23;NO100078;LV900078;84356;CY;ordinær overføring;
TX-0000079;2023-08-24;NO100079;LV900079;528802;LV;ordinær overføring;
TX-0000080;2023-09-25;NO100080;LV900080;547841;CY;ordinær overføring;
TX-0000081;2023-10-26;NO100081;LV900081;284234;NO;ordinær overføring;
TX-0000082;2023-11-27;NO100082;LV900082;334342;CY;ordinær overføring;
TX-0000083;2023-12-28;NO100083;LV900083;578002;NO;ordinær overføring;
TX-0000084;2023-01-01;NO100084;LV900084;241526;AE;ordinær overføring;
TX-0000085;2023-02-02;NO100085;LV900085;975288;EE;ordinær overføring;
TX-0000086;2023-03-03;NO100086;LV900086;456750;CY;ordinær overføring;
TX-0000087;2023-04-04;NO100087;LV900087;825196;MT;ordinær overføring;
TX-0000088;2023-05-05;NO100088;LV900088;478059;NO;ordinær overføring;
TX-0000089;2023-06-06;NO100089;LV900089;283105;EE;ordinær overføring;
TX-0000090;2023-07-07;NO100090;LV900090;400830;LV;ordinær overføring;
TX-0000091;2023-08-08;NO100091;LV900091;46603;AE;ordinær overføring;
TX-0000092;2023-09-09;NO100092;LV900092;496867;EE;ordinær overføring;
TX-0000093;2023-10-10;NO100093;LV900093;135746;AE;ordinær overføring;
TX-0000094;2023-11-11;NO100094;LV900094;895912;LV;ordinær overføring;
TX-0000095;2023-12-12;NO100095;LV900095;49900;CY;ordinær overføring;
TX-0000096;2023-01-13;NO100096;LV900096;415404;CY;ordinær overføring;
TX-0000097;2023-02-14;NO100097;LV900097;572732;NO;ordinær overføring;
TX-0000098;2023-03-15;NO100098;LV900098;633521;AE;ordinær overføring;
TX-0000099;2023-04-16;NO100099;LV900099;483022;AE;ordinær overføring;
TX-0000100;2023-05-17;NO100100;LV900100;602326;CY;ordinær overføring;
TX-0000101;2023-06-18;NO100101;LV900101;228653;LV;ordinær overføring;
TX-0000102;2023-07-19;NO100102;LV900102;233553;CY;ordinær overføring;
TX-0000103;2023-08-20;NO100103;LV900103;401480;NO;ordinær overføring;
TX-0000104;2023-09-21;NO100104;LV900104;409166;NO;ordinær overføring;
TX-0000105;2023-10-22;NO100105;LV900105;914477;EE;ordinær overføring;
TX-0000106;2023-11-23;NO100106;LV900106;587461;MT;ordinær overføring;
TX-0000107;2023-12-24;NO100107;LV900107;438899;EE;ordinær overføring;
TX-0000108;2023-01-25;NO100108;LV900108;836767;MT;ordinær overføring;
TX-0000109;2023-02-26;NO100109;LV900109;536247;LV;ordinær overføring;
TX-0000110;2023-03-27;NO100110;LV900110;250410;AE;ordinær overføring;
TX-0000111;2023-04-28;NO100111;LV900111;673957;NO;ordinær overføring;
TX-0000112;2023-05-01;NO100112;LV900112;511407;CY;ordinær overføring;
TX-0000113;2023-06-02;NO100113;LV900113;65522;EE;mellomledd til kontantuttak;LAYERING
TX-0000114;2023-07-03;NO100114;LV900114;49875;NO;splittet overføring - mulig strukturering;STRUCTURING
TX-0000115;2023-08-04;NO100115;LV900115;628764;AE;ordinær overføring;
TX-0000116;2023-09-05;NO100116;LV900116;360420;CY;ordinær overføring;
TX-0000117;2023-10-06;NO100117;LV900117;266003;MT;ordinær overføring;
TX-0000118;2023-11-07;NO100118;LV900118;326287;EE;ordinær overføring;
TX-0000119;2023-12-08;NO100119;LV900119;866522;LV;ordinær overføring;
TX-0000120;2023-01-09;NO100120;LV900120;373649;CY;ordinær overføring;
TX-0000121;2023-02-10;NO100121;LV900121;906435;AE;ordinær overføring;
TX-0000122;2023-03-11;NO100122;LV900122;600271;AE;ordinær overføring;
TX-0000123;2023-04-12;NO100123;LV900123;973165;NO;ordinær overføring;
TX-0000124;2023-05-13;NO100124;LV900124;400035;EE;ordinær overføring;
TX-0000125;2023-06-14;NO100125;LV900125;867990;MT;ordinær overføring;
TX-0000126;2023-07-15;NO100126;LV900126;322284;LV;ordinær overføring;
TX-0000127;2023-08-16;NO100127;LV900127;99903;AE;ordinær overføring;
TX-0000128;2023-09-17;NO100128;LV900128;204883;EE;ordinær overføring;
TX-0000129;2023-10-18;NO100129;LV900129;653468;EE;ordinær overføring;
TX-0000130;2023-11-19;NO100130;LV900130;131253;AE;ordinær overføring;
TX-0000131;2023-12-20;NO100131;LV900131;965862;CY;ordinær overføring;
TX-0000132;2023-01-21;NO100132;LV900132;185846;EE;ordinær overføring;
TX-0000133;2023-02-22;NO100133;LV900133;49950;CY;ordinær overføring;
TX-0000134;2023-03-23;NO100134;LV900134;296365;LV;ordinær overføring;
TX-0000135;2023-04-24;NO100135;LV900135;645000;MT;ordinær overføring;
TX-0000136;2023-05-25;NO100136;LV900136;527769;NO;ordinær overføring;
TX-0000137;2023-06-26;NO100137;LV900137;756303;AE;ordinær overføring;
TX-0000138;2023-07-27;NO100138;LV900138;526236;CY;ordinær overføring;
TX-0000139;2023-08-28;NO100139;LV900139;723570;NO;ordinær overføring;
TX-0000140;2023-09-01;NO100140;LV900140;954251;MT;ordinær overføring;
TX-0000141;2023-10-02;NO100141;LV900141;100725;MT;ordinær overføring;
TX-0000142;2023-11-03;NO100142;LV900142;377140;LV;ordinær overføring;
TX-0000143;2023-12-04;NO100143;LV900143;723750;MT;ordinær overføring;
TX-0000144;2023-01-05;NO100144;LV900144;583308;EE;ordinær overføring;
TX-0000145;2023-02-06;NO100145;LV900145;555449;LV;ordinær overføring;
TX-0000146;2023-03-07;NO100146;LV900146;778013;LV;ordinær overføring;
TX-0000147;2023-04-08;NO100147;LV900147;636459;CY;ordinær overføring;
TX-0000148;2023-05-09;NO100148;LV900148;594480;EE;ordinær overføring;
TX-0000149;2023-06-10;NO100149;LV900149;378707;AE;ordinær overføring;
TX-0000150;2023-07-11;NO100150;LV900150;671728;EE;ordinær overføring;
TX-0000151;2023-08-12;NO100151;LV900151;47716;LV;ordinær overføring;
TX-0000152;2023-09-13;NO100152;LV900152;49875;NO;ordinær overføring;
TX-0000153;2023-10-14;NO100153;LV900153;113455;NO;ordinær overføring;
TX-0000154;2023-11-15;NO100154;LV900154;185008;EE;ordinær overføring;
TX-0000155;2023-12-16;NO100155;LV900155;860866;EE;ordinær overføring;
TX-0000156;2023-01-17;NO100156;LV900156;668335;AE;ordinær overføring;
TX-0000157;2023-02-18;NO100157;LV900157;217924;CY;ordinær overføring;
TX-0000158;2023-03-19;NO100158;LV900158;530394;NO;ordinær overføring;
TX-0000159;2023-04-20;NO100159;LV900159;692779;NO;ordinær overføring;
TX-0000160;2023-05-21;NO100160;LV900160;818641;EE;ordinær overføring;
TX-0000161;2023-06-22;NO100161;LV900161;100748;MT;ordinær overføring;
TX-0000162;2023-07-23;NO100162;LV900162;736761;CY;ordinær overføring;
TX-0000163;2023-08-24;NO100163;LV900163;589487;CY;ordinær overføring;
TX-0000164;2023-09-25;NO100164;LV900164;470537;MT;ordinær overføring;
TX-0000165;2023-10-26;NO100165;LV900165;243644;LV;ordinær overføring;
TX-0000166;2023-11-27;NO100166;LV900166;226551;AE;ordinær overføring;
TX-0000167;2023-12-28;NO100167;LV900167;254082;LV;ordinær overføring;
TX-0000168;2023-01-01;NO100168;LV900168;756030;NO;ordinær overføring;
TX-0000169;2023-02-02;NO100169;LV900169;97881;LV;ordinær overføring;
TX-0000170;2023-03-03;NO100170;LV900170;673935;EE;ordinær overføring;
TX-0000171;2023-04-04;NO100171;LV900171;49900;AE;splittet overføring - mulig strukturering;STRUCTURING
TX-0000172;2023-05-05;NO100172;LV900172;125174;MT;ordinær overføring;
TX-0000173;2023-06-06;NO100173;LV900173;793028;AE;ordinær overføring;
TX-0000174;2023-07-07;NO100174;LV900174;859248;LV;ordinær overføring;
TX-0000175;2023-08-08;NO100175;LV900175;342796;NO;ordinær overføring;
TX-0000176;2023-09-09;NO100176;LV900176;698502;LV;ordinær overføring;
TX-0000177;2023-10-10;NO100177;LV900177;702696;NO;ordinær overføring;
