transaction_id;date;from_account;to_account;amount_nok;jurisdiction;note;risk_flag
TX-0000001;2023-02-02;NO100001;LV900001;224099;EE;ordinær overføring;
TX-0000002;2023-03-03;NO100002;LV900002;819407;AE;ordinær overføring;
TX-0000003;2023-04-04;NO100003;LV900003;880967;LV;ordinær overføring;
TX-0000004;2023-05-05;NO100004;LV900004;887995;NO;ordinær overføring;
TX-0000005;2023-06-06;NO100005;LV900005;898382;NO;ordinær overføring;
TX-0000006;2023-07-07;NO100006;LV900006;749528;MT;ordinær overføring;
TX-0000007;2023-08-08;NO100007;LV900007;360424;MT;ordinær overføring;
TX-0000008;2023-09-09;NO100008;LV900008;468155;AE;ordinær overføring;
TX-0000009;2023-10-10;NO100009;LV900009;326062;CY;ordinær overføring;
TX-0000010;2023-11-11;NO100010;LV900010;65880;NO;ordinær overføring;
TX-0000011;2023-12-12;NO100011;LV900011;133883;EE;ordinær overføring;
TX-0000012;2023-01-13;NO100012;LV900012;758024;CY;ordinær overføring;
TX-0000013;2023-02-14;NO100013;LV900013;128547;AE;ordinær overføring;
TX-0000014;2023-03-15;NO100014;LV900014;876816;EE;ordinær overføring;
TX-0000015;2023-04-16;NO100015;LV900015;538951;AE;ordinær overføring;
TX-0000016;2023-05-17;NO100016;LV900016;814058;LV;ordinær overføring;
TX-0000017;2023-06-18;NO100017;LV900017;981623;AE;ordinær overføring;
TX-0000018;2023-07-19;NO100018;LV900018;457655;NO;ordinær overføring;
TX-0000019;2023-08-20;NO100019;LV900019;49900;EE;ordinær overføring;
TX-0000020;2023-09-21;NO100020;LV900020;216136;LV;ordinær overføring;
TX-0000021;2023-10-22;NO100021;LV900021;197983;AE;ordinær overføring;
TX-0000022;2023-11-23;NO100022;LV900022;744354;CY;ordinær overføring;
TX-0000023;2023-12-24;NO100023;LV900023;507608;NO;ordinær overføring;
TX-0000024;2023-01-25;NO100024;LV900024;571321;LV;ordinær overføring;
TX-0000025;2023-02-26;NO100025;LV900025;576068;NO;ordinær overføring;
TX-0000026;2023-03-27;NO100026;LV900026;344953;NO;ordinær overføring;
TX-0000027;2023-04-28;NO100027;LV900027;614911;MT;ordinær overføring;
TX-0000028;2023-05-01;NO100028;LV900028;762612;CY;ordinær overføring;
TX-0000029;2023-06-02;NO100029;LV900029;665718;AE;ordinær overføring;
TX-0000030;2023-07-03;NO100030;LV900030;342713;EE;ordinær overføring;
TX-0000031;2023-08-04;NO100031;LV900031;698932;MT;ordinær overføring;
TX-0000032;2023-09-05;NO100032;LV900032;124709;AE;ordinær overføring;
TX-0000033;2023-10-06;NO100033;LV900033;241890;AE;ordinær overføring;
