transaction_id;date;from_account;to_account;amount_nok;jurisdiction;note;risk_flag
TX-0000001;2023-02-02;NO100001;LV900001;485823;LV;ordinær overføring;
TX-0000002;2023-03-03;NO100002;LV900002;135963;NO;ordinær overføring;
TX-0000003;2023-04-04;NO100003;LV900003;310246;NO;ordinær overføring;
TX-0000004;2023-05-05;NO100004;LV900004;263673;AE;ordinær overføring;
TX-0000005;2023-06-06;NO100005;LV900005;806354;MT;ordinær overføring;
TX-0000006;2023-07-07;NO100006;LV900006;249280;NO;ordinær overføring;
TX-0000007;2023-08-08;NO100007;LV900007;725712;CY;ordinær overføring;
TX-0000008;2023-09-09;NO100008;LV900008;463066;MT;ordinær overføring;
TX-0000009;2023-10-10;NO100009;LV900009;849523;AE;ordinær overføring;
TX-0000010;2023-11-11;NO100010;LV900010;610517;EE;ordinær overføring;
TX-0000011;2023-12-12;NO100011;LV900011;615577;EE;ordinær overføring;
TX-0000012;2023-01-13;NO100012;LV900012;269019;CY;ordinær overføring;
TX-0000013;2023-02-14;NO100013;LV900013;722985;MT;ordinær overføring;
TX-0000014;2023-03-15;NO100014;LV900014;515842;NO;ordinær overføring;
TX-0000015;2023-04-16;NO100015;LV900015;936354;LV;ordinær overføring;
TX-0000016;2023-05-17;NO100016;LV900016;313185;AE;ordinær overføring;
TX-0000017;2023-06-18;NO100017;LV900017;420428;NO;ordinær overføring;
TX-0000018;2023-07-19;NO100018;LV900018;681578;EE;ordinær overføring;
TX-0000019;2023-08-20;NO100019;LV900019;49875;CY;ordinær overføring;
TX-0000020;2023-09-21;NO100020;LV900020;70237;NO;ordinær overføring;
TX-0000021;2023-10-22;NO100021;LV900021;854861;NO;ordinær overføring;
TX-0000022;2023-11-23;NO100022;LV900022;722154;CY;ordinær overføring;
TX-0000023;2023-12-24;NO100023;LV900023;397405;MT;ordinær overføring;
TX-0000024;2023-01-25;NO100024;LV900024;690553;LV;ordinær overføring;
TX-0000025;2023-02-26;NO100025;LV900025;766242;NO;ordinær overføring;
TX-0000026;2023-03-27;NO100026;LV900026;51771;EE;ordinær overføring;
TX-0000027;2023-04-28;NO100027;LV900027;231236;EE;ordinær overføring;
TX-0000028;2023-05-01;NO100028;LV900028;915532;EE;ordinær overføring;
TX-0000029;2023-06-02;NO100029;LV900029;869527;EE;ordinær overføring;
TX-0000030;2023-07-03;NO100030;LV900030;663599;AE;ordinær overføring;
TX-0000031;2023-08-04;NO100031;LV900031;501391;AE;ordinær overføring;
TX-0000032;2023-09-05;NO100032;LV900032;735307;NO;ordinær overføring;
TX-0000033;2023-10-06;NO100033;LV900033;884976;LV;ordinær overføring;
TX-0000034;2023-11-07;NO100034;LV900034;602463;NO;ordinær overføring;
TX-0000035;2023-12-08;NO100035;LV900035;153874;NO;ordinær overføring;
TX-0000036;2023-01-09;NO100036;LV900036;869189;LV;ordinær overføring;
TX-0000037;2023-02-10;NO100037;LV900037;800173;LV;ordinær overføring;
TX-0000038;2023-03-11;NO100038;LV900038;49900;NO;ordinær overføring;
TX-0000039;2023-04-12;NO100039;LV900039;83691;CY;ordinær overføring;
TX-0000040;2023-05-13;NO100040;LV900040;792439;MT;ordinær overføring;
TX-0000041;2023-06-14;NO100041;LV900041;399597;LV;ordinær overføring;
TX-0000042;2023-07-15;NO100042;LV900042;653048;CY;ordinær overføring;
TX-0000043;2023-08-16;NO100043;LV900043;617468;CY;ordinær overføring;
TX-0000044;2023-09-17;NO100044;LV900044;155488;CY;ordinær overføring;
TX-0000045;2023-10-18;NO100045;LV900045;348252;NO;ordinær overføring;
TX-0000046;2023-11-19;NO100046;LV900046;567083;CY;ordinær overføring;
TX-0000047;2023-12-20;NO100047;LV900047;469634;EE;ordinær overføring;
TX-0000048;2023-01-21;NO100048;LV900048;922613;EE;ordinær overføring;
TX-0000049;2023-02-22;NO100049;LV900049;158973;EE;ordinær overføring;
TX-0000050;2023-03-23;NO100050;LV900050;306450;AE;ordinær overføring;
TX-0000051;2023-04-24;NO100051;LV900051;982735;AE;ordinær overføring;
TX-0000052;2023-05-25;NO100052;LV900052;463638;LV;ordinær overføring;
TX-0000053;2023-06-26;NO100053;LV900053;588011;CY;ordinær overføring;
TX-0000054;2023-07-27;NO100054;LV900054;89291;AE;ordinær overføring;
TX-0000055;2023-08-28;NO100055;LV900055;108766;CY;ordinær overføring;
