transaction_id;date;from_account;to_account;amount_nok;jurisdiction;note;risk_flag
TX-0000001;2023-02-02;NO100001;LV900001;149663;CY;ordinær overføring;
TX-0000002;2023-03-03;NO100002;LV900002;72660;MT;ordinær overføring;
TX-0000003;2023-04-04;NO100003;LV900003;349482;EE;ordinær overføring;
TX-0000004;2023-05-05;NO100004;LV900004;665139;AE;ordinær overføring;
TX-0000005;2023-06-06;NO100005;LV900005;868024;MT;ordinær overføring;
TX-0000006;2023-07-07;NO100006;LV900006;967789;AE;ordinær overføring;
TX-0000007;2023-08-08;NO100007;LV900007;347244;NO;ordinær overføring;
TX-0000008;2023-09-09;NO100008;LV900008;481706;MT;ordinær overføring;
TX-0000009;2023-10-10;NO100009;LV900009;665583;EE;ordinær overføring;
TX-0000010;2023-11-11;NO100010;LV900010;617616;MT;ordinær overføring;
TX-0000011;2023-12-12;NO100011;LV900011;257641;EE;ordinær overføring;
TX-0000012;2023-01-13;NO100012;LV900012;234660;EE;ordinær overføring;
TX-0000013;2023-02-14;NO100013;LV900013;933124;AE;ordinær overføring;
TX-0000014;2023-03-15;NO100014;LV900014;497556;LV;ordinær overføring;
TX-0000015;2023-04-16;NO100015;LV900015;362412;NO;ordinær overføring;
TX-0000016;2023-05-17;NO100016;LV900016;987573;MT;ordinær overføring;
TX-0000017;2023-06-18;NO100017;LV900017;926396;NO;ordinær overføring;
TX-0000018;2023-07-19;NO100018;LV900018;749993;CY;ordinær overføring;
TX-0000019;2023-08-20;NO100019;LV900019;49875;LV;ordinær overføring;
TX-0000020;2023-09-21;NO100020;LV900020;785046;AE;ordinær overføring;
TX-0000021;2023-10-22;NO100021;LV900021;222141;AE;ordinær overføring;
TX-0000022;2023-11-23;NO100022;LV900022;863288;NO;ordinær overføring;
TX-0000023;2023-12-24;NO100023;LV900023;686645;EE;ordinær overføring;
TX-0000024;2023-01-25;NO100024;LV900024;514892;MT;ordinær overføring;
TX-0000025;2023-02-26;NO100025;LV900025;529409;LV;ordinær overføring;
TX-0000026;2023-03-27;NO100026;LV900026;748336;CY;ordinær overføring;
TX-0000027;2023-04-28;NO100027;LV900027;337789;EE;ordinær overføring;
TX-0000028;2023-05-01;NO100028;LV900028;637286;AE;ordinær overføring;
TX-0000029;2023-06-02;NO100029;LV900029;854747;AE;ordinær overføring;
TX-0000030;2023-07-03;NO100030;LV900030;628749;MT;ordinær overføring;
TX-0000031;2023-08-04;NO100031;LV900031;717123;EE;ordinær overføring;
TX-0000032;2023-09-05;NO100032;LV900032;727424;LV;ordinær overføring;
TX-0000033;2023-10-06;NO100033;LV900033;537067;LV;ordinær overføring;
TX-0000034;2023-11-07;NO100034;LV900034;168856;NO;ordinær overføring;
TX-0000035;2023-12-08;NO100035;LV900035;950400;AE;ordinær overføring;
TX-0000036;2023-01-09;NO100036;LV900036;788636;LV;ordinær overføring;
TX-0000037;2023-02-10;NO100037;LV900037;114977;EE;ordinær overføring;
TX-0000038;2023-03-11;NO100038;LV900038;49950;MT;ordinær overføring;
TX-0000039;2023-04-12;NO100039;LV900039;209621;MT;ordinær overføring;
TX-0000040;2023-05-13;NO100040;LV900040;890093;EE;ordinær overføring;
TX-0000041;2023-06-14;NO100041;LV900041;922963;LV;ordinær overføring;
TX-0000042;2023-07-15;NO100042;LV900042;116368;MT;ordinær overføring;
TX-0000043;2023-08-16;NO100043;LV900043;382041;EE;ordinær overføring;
TX-0000044;2023-09-17;NO100044;LV900044;286167;NO;ordinær overføring;
TX-0000045;2023-10-18;NO100045;LV900045;85432;CY;ordinær overføring;
TX-0000046;2023-11-19;NO100046;LV900046;501132;NO;ordinær overføring;
TX-0000047;2023-12-20;NO100047;LV900047;282715;NO;ordinær overføring;
TX-0000048;2023-01-21;NO100048;LV900048;466192;CY;ordinær overføring;
TX-0000049;2023-02-22;NO100049;LV900049;390165;AE;ordinær overføring;
TX-0000050;2023-03-23;NO100050;LV900050;595372;NO;ordinær overføring;
TX-0000051;2023-04-24;NO100051;LV900051;111731;AE;ordinær overføring;
TX-0000052;2023-05-25;NO100052;LV900052;288652;AE;ordinær overføring;
TX-0000053;2023-06-26;NO100053;LV900053;662630;NO;ordinær overføring;
TX-0000054;2023-07-27;NO100054;LV900054;953103;NO;ordinær overføring;
TX-0000055;2023-08-28;NO100055;LV900055;806198;CY;ordinær overføring;
TX-0000056;2023-09-01;NO100056;LV900056;636182;EE;ordinær overføring;
TX-0000057;2023-10-02;NO100057;LV900057;49900;NO;splittet overføring - mulig strukturering;STRUCTURING
TX-0000058;2023-11-03;NO100058;LV900058;934115;AE;ordinær overføring;
TX-0000059;2023-12-04;NO100059;LV900059;729232;EE;ordinær overføring;
TX-0000060;2023-01-05;NO100060;LV900060;390937;EE;ordinær overføring;
TX-0000061;2023-02-06;NO100061;LV900061;308439;LV;ordinær overføring;
TX-0000062;2023-03-07;NO100062;LV900062;416937;EE;ordinær overføring;
TX-0000063;2023-04-08;NO100063;LV900063;496571;CY;ordinær overføring;
TX-0000064;2023-05-09;NO100064;LV900064;260961;CY;ordinær overføring;
TX-0000065;2023-06-10;NO100065;LV900065;114630;AE;ordinær overføring;
TX-0000066;2023-07-11;NO100066;LV900066;309492;NO;ordinær overføring;
TX-0000067;2023-08-12;NO100067;LV900067;310439;EE;ordinær overføring;
