transaction_id;date;from_account;to_account;amount_nok;jurisdiction;note;risk_flag
TX-0000001;2023-02-02;NO100001;LV900001;561642;LV;ordinær overføring;
TX-0000002;2023-03-03;NO100002;LV900002;545499;NO;ordinær overføring;
TX-0000003;2023-04-04;NO100003;LV900003;559120;NO;ordinær overføring;
TX-0000004;2023-05-05;NO100004;LV900004;316897;LV;ordinær overføring;
TX-0000005;2023-06-06;NO100005;LV900005;580424;NO;ordinær overføring;
TX-0000006;2023-07-07;NO100006;LV900006;304493;MT;ordinær overføring;
TX-0000007;2023-08-08;NO100007;LV900007;816744;EE;ordinær overføring;
TX-0000008;2023-09-09;NO100008;LV900008;588822;AE;ordinær overføring;
TX-0000009;2023-10-10;NO100009;LV900009;238972;AE;ordinær overføring;
TX-0000010;2023-11-11;NO100010;LV900010;168626;AE;ordinær overføring;
TX-0000011;2023-12-12;NO100011;LV900011;215503;EE;ordinær overføring;
TX-0000012;2023-01-13;NO100012;LV900012;159154;MT;ordinær overføring;
TX-0000013;2023-02-14;NO100013;LV900013;613288;NO;ordinær overføring;
TX-0000014;2023-03-15;NO100014;LV900014;490952;CY;ordinær overføring;
TX-0000015;2023-04-16;NO100015;LV900015;505667;EE;ordinær overføring;
TX-0000016;2023-05-17;NO100016;LV900016;770591;CY;ordinær overføring;
TX-0000017;2023-06-18;NO100017;LV900017;837747;LV;ordinær overføring;
TX-0000018;2023-07-19;NO100018;LV900018;977476;CY;ordinær overføring;
TX-0000019;2023-08-20;NO100019;LV900019;49875;MT;ordinær overføring;
TX-0000020;2023-09-21;NO100020;LV900020;137477;AE;ordinær overføring;
TX-0000021;2023-10-22;NO100021;LV900021;330176;AE;ordinær overføring;
TX-0000022;2023-11-23;NO100022;LV900022;376398;MT;ordinær overføring;
TX-0000023;2023-12-24;NO100023;LV900023;747137;CY;ordinær overføring;
TX-0000024;2023-01-25;NO100024;LV900024;270522;LV;ordinær overføring;
TX-0000025;2023-02-26;NO100025;LV900025;59714;CY;ordinær overføring;
TX-0000026;2023-03-27;NO100026;LV900026;254543;MT;ordinær overføring;
TX-0000027;2023-04-28;NO100027;LV900027;453065;AE;ordinær overføring;
TX-0000028;2023-05-01;NO100028;LV900028;550119;AE;ordinær overføring;
TX-0000029;2023-06-02;NO100029;LV900029;428686;EE;ordinær overføring;
TX-0000030;2023-07-03;NO100030;LV900030;415717;NO;ordinær overføring;
TX-0000031;2023-08-04;NO100031;LV900031;688096;MT;ordinær overføring;
TX-0000032;2023-09-05;NO100032;LV900032;823981;CY;ordinær overføring;
TX-0000033;2023-10-06;NO100033;LV900033;228865;LV;ordinær overføring;
TX-0000034;2023-11-07;NO100034;LV900034;68070;EE;ordinær overføring;
TX-0000035;2023-12-08;NO100035;LV900035;983113;CY;ordinær overføring;
TX-0000036;2023-01-09;NO100036;LV900036;119959;AE;ordinær overføring;
TX-0000037;2023-02-10;NO100037;LV900037;920303;EE;ordinær overføring;
TX-0000038;2023-03-11;NO100038;LV900038;49875;LV;ordinær overføring;
TX-0000039;2023-04-12;NO100039;LV900039;366024;AE;ordinær overføring;
TX-0000040;2023-05-13;NO100040;LV900040;459640;MT;ordinær overføring;
TX-0000041;2023-06-14;NO100041;LV900041;161790;AE;ordinær overføring;
TX-0000042;2023-07-15;NO100042;LV900042;387039;CY;ordinær overføring;
TX-0000043;2023-08-16;NO100043;LV900043;799965;AE;ordinær overføring;
TX-0000044;2023-09-17;NO100044;LV900044;796433;AE;ordinær overføring;
TX-0000045;2023-10-18;NO100045;LV900045;370786;NO;ordinær overføring;
TX-0000046;2023-11-19;NO100046;LV900046;633051;CY;ordinær overføring;
TX-0000047;2023-12-20;NO100047;LV900047;636897;LV;ordinær overføring;
